"AUD","HUF","JPY","NOK","SEK","GBP"
1.6195,251.29,141.51,8.0165,9.2713,0.6861
1.6212,250.99,141.91,8.0155,9.2617,0.6881
1.614,250.69,140.77,8.0755,9.2623,0.6839
1.6125,251.36,140.35,8.102,9.3379,0.6837
1.6139,251.52,139.57,8.136,9.335,0.6858
1.6042,250.93,139.96,8.1375,9.3325,0.6835
1.609,250.93,140.11,8.107,9.394,0.6843
1.6119,251.7,140.77,8.06,9.381,0.6839
1.6108,251.68,141.11,8.0555,9.3635,0.6848
1.6116,251.87,141.61,8.0545,9.3887,0.6821
1.6162,253.31,140.91,8.0575,9.3762,0.6828
1.612,253.06,139.88,8.046,9.4103,0.6818
1.6062,252.77,139.11,8.0465,9.42,0.6803
1.6072,252.5,137.77,8.0265,9.444,0.6811
1.6051,253.23,138.18,8.024,9.449,0.6796
1.6047,253.42,138.56,8.029,9.4475,0.6806
1.5974,253.29,138.73,8.0095,9.4623,0.6831
1.6123,254.47,139.96,8.012,9.4603,0.685
1.6169,254.72,141.04,7.979,9.4543,0.6855
1.618,255.34,140.34,7.9875,9.4733,0.6858
1.6227,255.8,140.35,8.0075,9.472,0.6861
1.6194,257.25,140.1,8.0235,9.4299,0.6858
1.6217,258.71,141.11,7.9735,9.3925,0.6862
1.6284,261.44,141.94,7.9755,9.3786,0.6902
1.6301,263.92,141.31,7.96,9.382,0.6886
1.6277,262.43,141.31,7.968,9.3875,0.6892
1.6389,261.74,142.06,7.9995,9.3637,0.6908
1.6669,259.15,141.47,7.9765,9.3396,0.6945
1.6921,261.58,141.07,7.9535,9.334,0.6937
1.6903,263.81,141.61,7.953,9.373,0.6942
1.6859,266,141.34,7.9435,9.3775,0.6914
1.6783,263,141.12,7.967,9.3525,0.6917
1.6894,264.48,141.52,7.969,9.373,0.6908
1.6999,264.18,140.15,7.967,9.355,0.6883
1.6992,266.36,141.09,7.9385,9.3677,0.6907
1.706,267.3,141.58,7.945,9.4148,0.6918
1.6962,265.4,141.9,7.977,9.4163,0.6946
1.6997,265.74,142.42,7.9675,9.4315,0.6964
1.6828,263.23,142.77,7.9165,9.4195,0.6977
1.6951,264.61,143.69,7.884,9.382,0.6984
1.6921,266.23,144.16,7.8865,9.3584,0.7006
1.6799,268.02,144.81,7.892,9.322,0.7006
1.6653,267.07,143.57,7.876,9.3415,0.6965
1.6616,267.28,143.22,7.8575,9.3669,0.6938
1.656,264.96,143.73,7.8225,9.3345,0.6939
1.6582,265.21,143.22,7.8263,9.3285,0.6916
1.6634,267.73,143.48,7.8562,9.326,0.6903
1.66,266.67,144.53,7.854,9.3068,0.6915
1.6596,264.55,144.6,7.8105,9.322,0.6914
1.6594,266.23,145.27,7.79,9.2882,0.6924
1.6623,265.57,144.36,7.843,9.308,0.6925
1.6562,262.43,142.17,7.831,9.342,0.6919
1.6636,263.45,142.11,7.8475,9.3326,0.6944
1.6623,265.78,142.87,7.797,9.3135,0.696
1.6546,265.38,142.71,7.796,9.3328,0.6958
1.6599,264.08,143.29,7.757,9.297,0.6942
1.661,263.24,143.48,7.775,9.3173,0.6886
1.6417,260.78,143.38,7.7615,9.309,0.6869
1.6393,261.07,143.62,7.748,9.3255,0.684
1.6482,259.8,144.51,7.767,9.322,0.6868
1.6515,259.51,141.88,7.7865,9.2985,0.6846
1.6515,260.85,141.62,7.7995,9.321,0.6835
1.6483,260.57,141.27,7.767,9.3266,0.6861
1.6484,260.79,141.41,7.761,9.3379,0.6824
1.6609,265.03,141.56,7.7645,9.37,0.6808
1.6791,267.98,141.32,7.7885,9.3865,0.6812
1.6822,262.83,141.33,7.836,9.3985,0.6811
1.671,262.69,140.88,7.821,9.3777,0.6793
1.6739,265.28,141.94,7.839,9.3755,0.6775
1.6787,263.65,142.64,7.805,9.3705,0.6801
1.6991,264.3,143.55,7.806,9.3513,0.6803
1.6996,262.23,143.04,7.823,9.3095,0.6821
1.7023,263.33,143.86,7.8255,9.3189,0.6828
1.6862,262.45,143.08,7.816,9.3156,0.6832
1.6884,261.16,143.5,7.823,9.3065,0.685
1.6812,260.96,143.23,7.8195,9.2955,0.6855
1.6848,261.51,144.05,7.825,9.2726,0.6847
1.6953,262.09,144.32,7.8155,9.2757,0.6859
1.7081,263.2,144.19,7.7835,9.2655,0.6847
1.7151,261.86,144.59,7.7765,9.2315,0.6868
1.7254,263.94,144.66,7.7603,9.1893,0.6884
1.7253,263.45,144.74,7.7655,9.2095,0.6887
1.726,262.84,144.89,7.8045,9.223,0.6878
1.71,264.43,145.66,7.831,9.2123,0.6903
1.6902,264.12,144.25,7.8165,9.2243,0.6868
1.6856,267.7,143.89,7.788,9.208,0.6824
1.697,270.73,144.14,7.808,9.2553,0.6834
1.7004,269.15,144.68,7.837,9.2708,0.6826
1.7078,271.5,144.84,7.8475,9.2765,0.6823
1.7054,272.8,145.41,7.8605,9.2689,0.6829
1.706,275.47,145.43,7.8555,9.2809,0.6817
1.7017,276.28,144.43,7.898,9.2345,0.6824
1.7181,279.26,145.22,7.914,9.2023,0.6855
1.7112,279.03,145.48,7.971,9.2349,0.6874
1.7096,280.84,145.5,7.918,9.2213,0.688
1.7157,280.05,146.13,7.9285,9.2182,0.6901
1.717,279.13,146.42,7.9435,9.2313,0.6907
1.7228,280.26,146.12,7.9035,9.2337,0.6904
1.718,283.2,146,7.8825,9.2373,0.6911
1.7117,283.35,145.75,7.936,9.2385,0.6921
1.7214,282.53,146.66,7.98,9.2165,0.6933
1.715,279.96,146.57,7.97,9.1883,0.6928
1.7172,279.95,146.74,7.9545,9.1776,0.6937
1.7157,281.53,147.09,7.939,9.1818,0.694
1.7095,281.26,146.59,7.953,9.1693,0.6945
1.7039,281,145.17,7.986,9.1716,0.6921
1.6945,276.52,145.69,7.9905,9.1891,0.6923
1.688,277.5,146.56,7.9475,9.1625,0.6915
1.6827,279.93,146.33,7.928,9.1818,0.6897
1.6806,282.45,146.83,7.9155,9.2043,0.6875
1.6753,280.46,146.66,7.905,9.2365,0.6884
1.6684,278.45,146.61,7.9295,9.2527,0.6849
1.6766,277.87,146.91,7.969,9.2585,0.6836
1.6829,275,147.68,7.932,9.2305,0.683
1.6833,276.08,146.96,7.933,9.2441,0.6829
1.6773,276.06,147.32,7.954,9.2595,0.6816
1.6727,272.4,147.52,7.94,9.2655,0.6833
1.6599,272.81,147.1,7.934,9.2452,0.6842
1.6671,271.64,147.25,7.9065,9.2495,0.6842
1.6652,271.65,146.57,7.8825,9.24,0.6825
1.6672,272.23,145.82,7.8615,9.233,0.6843
1.6754,273.21,146.42,7.8745,9.2103,0.6837
1.6711,273.28,146.88,7.8745,9.1991,0.6822
1.6772,273.25,146.84,7.8705,9.2035,0.6781
1.6817,273.22,147.66,7.8835,9.2287,0.6759
1.6863,270.3,147.87,7.8785,9.185,0.674
1.6894,270.66,147.7,7.9095,9.183,0.6738
1.6846,269.58,148.17,7.945,9.1655,0.6753
1.6706,270.36,147.62,7.95,9.189,0.6752
1.6638,270.26,148.21,7.9565,9.1948,0.6738
1.6692,273.89,148.34,7.998,9.2005,0.6744
1.6703,275.28,148.36,8.029,9.216,0.6736
1.6733,276.1,148.7,8.016,9.2107,0.6762
1.6808,274.05,148.56,8.078,9.194,0.6791
1.6879,277.01,148.33,8.072,9.2085,0.6804
1.692,278.56,149.43,8.048,9.2095,0.6808
1.6804,277.53,149.17,8.0275,9.1973,0.6784
1.6735,275.65,149.09,8.043,9.201,0.6773
1.6794,279.23,149.28,8.0755,9.1906,0.6774
1.6797,277.34,149.64,8.0655,9.2231,0.6762
1.6895,276.33,149.85,8.0345,9.2465,0.6755
1.6773,275.42,149.54,8.0425,9.2493,0.6745
1.679,276.28,150.08,8.0655,9.252,0.6741
1.681,274.65,150.56,8.0795,9.2667,0.6741
1.6753,277.65,150.3,8.107,9.316,0.6728
1.668,277.22,149.22,8.126,9.3177,0.6747
1.6647,276.19,148.47,8.132,9.3225,0.675
1.6672,275.4,149.23,8.1465,9.3013,0.6791
1.6728,276.43,148.05,8.1875,9.3285,0.6795
1.6777,274.85,147.91,8.2185,9.3195,0.6793
1.6872,274.55,149.14,8.308,9.2685,0.6816
1.687,274.31,149.49,8.295,9.229,0.6785
1.6885,273.76,149.23,8.3825,9.2478,0.6765
1.6839,273.13,149.58,8.332,9.2488,0.6743
1.6853,272.53,149.09,8.2775,9.225,0.6739
1.6821,270.73,149.47,8.283,9.1928,0.6748
1.6802,273.47,148.81,8.2735,9.174,0.6732
1.6844,273.47,148.7,8.279,9.2168,0.6731
1.6856,274.48,148.84,8.281,9.2193,0.6706
1.7013,276.97,148.89,8.3455,9.258,0.6736
1.6987,274.58,148.78,8.3895,9.3019,0.6712
1.6859,273.08,147.83,8.3135,9.2895,0.6695
1.6915,273.63,148.9,8.265,9.277,0.6711
1.6959,273.34,149.57,8.223,9.2623,0.6772
1.6992,273,149.34,8.235,9.2797,0.6777
1.7042,275,149.99,8.3425,9.3317,0.6779
1.7052,274.72,149.86,8.3735,9.326,0.6742
1.7049,275.88,149.8,8.3995,9.3225,0.6743
1.7019,274.4,149.45,8.378,9.2895,0.6761
1.6969,273.76,149.47,8.4315,9.2778,0.6729
1.6927,272.03,150.09,8.42,9.28,0.6756
1.6853,270.73,149.97,8.361,9.274,0.6747
1.683,267.36,149.96,8.418,9.256,0.6757
1.6723,266.81,149.87,8.453,9.24,0.6753
1.6689,265.35,149.84,8.4285,9.2564,0.6744
1.6623,265.4,149.13,8.461,9.243,0.6727
1.6616,266.72,148.67,8.471,9.2694,0.6708
1.6618,266.81,148.83,8.471,9.263,0.6701
1.6603,263.37,149.08,8.476,9.2485,0.6723
1.6607,262.7,149.29,8.4135,9.2108,0.6693
1.6555,263.47,149.71,8.426,9.2045,0.6706
1.657,262.92,149.98,8.3855,9.2002,0.6702
1.6561,262.87,149.93,8.338,9.2125,0.6702
1.66,261.09,150.4,8.2875,9.2265,0.6715
1.6561,261.7,150.26,8.311,9.2215,0.6706
1.6542,262.88,149.17,8.3335,9.2073,0.668
1.6509,260.22,149.59,8.332,9.212,0.6685
1.648,259.34,149.24,8.3005,9.2017,0.6684
1.6511,260.35,149.4,8.243,9.1966,0.6691
1.6527,260.37,149.62,8.2445,9.1685,0.6688
1.6507,259.32,150.45,8.251,9.1465,0.6698
1.65,260.68,150.37,8.251,9.1445,0.6697
1.6601,261.6,150.35,8.243,9.1465,0.6704
1.6689,259.78,151.16,8.2315,9.1195,0.6724
1.6755,260.8,151.17,8.2005,9.0888,0.6723
1.6796,260.3,151.28,8.197,9.0936,0.6737
1.6765,258.38,150.88,8.212,9.0723,0.6761
1.6733,257.65,151.01,8.246,9.087,0.6784
1.668,257.04,151.16,8.2225,9.0705,0.6781
1.6706,257.52,151.17,8.268,9.0621,0.6776
1.6687,258.78,151.57,8.262,9.0823,0.6768
1.6646,256.8,151.24,8.266,9.087,0.6748
1.6669,257.45,150.75,8.252,9.0965,0.6749
1.6725,258.63,150.61,8.26,9.0595,0.6765
1.6817,259.36,151.36,8.2625,9.0375,0.6769
1.6848,258.25,152.24,8.269,9.0423,0.6777
1.6861,258.59,152.99,8.281,9.0683,0.6763
1.68,257.16,153.01,8.252,9.0801,0.6743
1.6753,256.27,153.29,8.166,9.0661,0.6743
1.6778,256.12,153.77,8.1625,9.036,0.6729
1.6904,256.43,153.89,8.1565,9.033,0.6734
1.6946,255.5,152.74,8.13,9.0495,0.6743
1.6892,255.4,152.66,8.135,9.0757,0.6754
1.6827,256.04,152.87,8.0945,9.0345,0.6761
1.6823,256.43,153.48,8.118,9.0555,0.6776
1.6835,255.89,154.33,8.122,9.0585,0.6762
1.685,253.98,154.94,8.132,9.0605,0.6746
1.6811,253.48,155.34,8.152,9.0407,0.6728
1.6848,253.38,155.04,8.15,9.0602,0.6715
1.6803,253.37,155.04,8.16,9.0633,0.6699
1.6779,252.93,154.34,8.141,9.0555,0.6715
1.6824,253.13,155.48,8.164,9.0252,0.6713
1.682,251.9,156,8.161,9.0038,0.6702
1.6785,252.05,155.85,8.133,8.9661,0.6716
1.6792,252.23,156.26,8.177,8.9888,0.6715
1.6765,253.46,156.1,8.228,9.023,0.6708
1.6699,251.92,156.61,8.2375,9.0463,0.6712
1.6691,251.77,156.93,8.238,9.0404,0.6715
1.6694,251.44,157.76,8.208,9.0245,0.6735
1.6645,251.21,157.76,8.2385,9.019,0.6747
1.6681,252.74,156.11,8.273,9.0696,0.6739
1.6697,253.63,154.55,8.283,9.0726,0.6747
1.6675,253.26,154.42,8.264,9.061,0.6731
1.6675,253,155.26,8.2555,9.096,0.6703
1.6664,256.72,154.99,8.2985,9.1198,0.6702
1.6573,255.44,156.16,8.3525,9.1431,0.6654
1.6544,253.05,155.24,8.3435,9.1115,0.6616
1.6503,252.1,156,8.329,9.0829,0.6584
1.6511,252.84,156.27,8.314,9.0621,0.6592
1.6429,253.95,155.75,8.348,9.0776,0.6569
1.6423,252.56,156.79,8.364,9.0995,0.6565
1.6453,252.05,157.13,8.368,9.1195,0.6565
1.6382,251.45,157.53,8.3675,9.1249,0.6549
1.6436,253.59,158.02,8.35,9.0855,0.6552
1.6631,254.13,158.06,8.2635,9.0595,0.6595
1.6639,254.65,156.88,8.212,9.075,0.6585
1.6684,255.99,156.71,8.1935,9.0835,0.6583
1.6728,256.68,157.7,8.175,9.0725,0.6602
1.679,257.74,157.99,8.168,9.0383,0.6603
1.6786,257.22,157.27,8.148,9.052,0.6633
1.6782,254.98,156.85,8.1255,9.0395,0.6613
1.6821,255.77,157.63,8.1355,9.0575,0.6613
1.6683,254.65,155.85,8.12,9.1163,0.6612
1.6674,252.48,155.56,8.112,9.1365,0.6578
1.6695,253.24,156.74,8.0895,9.1175,0.6585
1.6669,253.12,157.68,8.0955,9.0947,0.6632
1.6751,253,158.06,8.131,9.0933,0.6675
1.6745,254.71,157.94,8.0955,9.105,0.6656
1.6811,254.02,157.99,8.111,9.166,0.67
1.6734,253.52,158.55,8.089,9.141,0.6693
1.6721,251.87,157.78,8.0825,9.2235,0.6712
1.6705,252.59,156.27,8.0445,9.2701,0.6731
1.6718,251.8,157.01,8.044,9.2425,0.6751
1.6709,252.47,158.01,8.0415,9.253,0.6733
1.664,251.45,158.91,8.0625,9.3099,0.6726
1.661,251.67,159,8.0635,9.3155,0.6719
1.663,252.34,159.35,8.066,9.306,0.6692
1.6614,252.94,158.7,8.063,9.2815,0.6706
1.6695,254.63,157.68,8.059,9.246,0.6737
1.6761,254.7,156.45,8.12,9.2763,0.6736
1.6814,256.2,155.42,8.109,9.2777,0.6736
1.6806,254.43,153.91,8.116,9.2927,0.6768
1.6897,254.63,150.93,8.183,9.3308,0.6822
1.6951,253.25,152.69,8.1615,9.2785,0.6796
1.6867,252.92,152.81,8.1475,9.2648,0.6812
1.689,251.65,154.02,8.153,9.285,0.6814
1.6889,251.08,154.28,8.112,9.2933,0.6806
1.6833,249.89,154.44,8.122,9.293,0.6822
1.6793,250,154.14,8.0945,9.291,0.6831
1.6838,251.28,153.66,8.1225,9.3068,0.6854
1.679,250.22,155.09,8.087,9.268,0.6827
1.6757,249.1,155.62,8.1395,9.2625,0.6842
1.6633,246.17,156.17,8.148,9.2916,0.6833
1.662,246.42,156.15,8.165,9.3019,0.6791
1.659,247.68,156.64,8.195,9.3034,0.6789
1.6542,245.99,157.27,8.168,9.2983,0.6785
1.6519,246.7,156.65,8.115,9.3135,0.6778
1.6456,246.83,157.05,8.127,9.3083,0.6764
1.649,247.56,157.91,8.127,9.3182,0.679
1.6532,249.16,156.38,8.1335,9.319,0.6795
1.6506,248,156.75,8.102,9.337,0.6793
1.6484,247.8,157.32,8.119,9.3462,0.6798
1.6371,246.95,157.35,8.1585,9.367,0.6761
1.6409,246.89,158.53,8.17,9.3631,0.6761
1.6413,246.12,158.7,8.1675,9.3355,0.6766
1.6351,245.64,159,8.133,9.2715,0.6797
1.6283,245.78,160.05,8.106,9.2826,0.6803
1.6263,245.23,160,8.093,9.257,0.6788
1.6304,245.55,160.62,8.0885,9.258,0.6807
1.6249,245.87,160.55,8.0985,9.2823,0.6809
1.6249,245.16,161.96,8.0925,9.224,0.6805
1.6215,245.7,161.81,8.079,9.2204,0.6763
1.6291,246.1,160.77,8.11,9.2176,0.6773
1.6336,247.02,160.13,8.1075,9.2195,0.6793
1.629,245.63,161.45,8.1075,9.1953,0.6793
1.6277,245.13,160.91,8.107,9.1979,0.678
1.6424,245.84,161.39,8.103,9.193,0.6793
1.6405,246.3,161.95,8.164,9.1746,0.681
1.6409,245.88,162.26,8.1185,9.152,0.6822
1.6423,245.98,162.76,8.138,9.1435,0.6823
1.6427,247.18,162.82,8.1265,9.1523,0.6827
1.645,246.83,163.28,8.1265,9.165,0.6821
1.6496,246.69,163.47,8.122,9.1413,0.6828
1.6562,246.55,163.15,8.128,9.1575,0.6828
1.6483,246.2,163.31,8.122,9.1655,0.6823
1.6355,245.85,162.29,8.136,9.189,0.6803
1.6331,247.36,162.35,8.134,9.1935,0.6798
1.6258,248.15,162.86,8.159,9.2065,0.6807
1.624,248.61,161.46,8.177,9.226,0.6813
1.6276,247.23,163.06,8.1985,9.2313,0.6844
1.6279,248.78,163.08,8.1935,9.196,0.6848
1.636,248.74,163.64,8.1725,9.1985,0.6848
1.6421,249.24,163.77,8.1721,9.2065,0.6838
1.6401,250.83,163,8.175,9.219,0.6839
1.6408,248.89,163.32,8.167,9.2187,0.6826
1.6363,247.84,163.47,8.1325,9.192,0.6817
1.6336,247.67,163.85,8.121,9.1909,0.6794
1.6351,249.47,163.2,8.1055,9.1957,0.6767
1.6399,249.83,163.5,8.0945,9.1912,0.6775
1.6413,249.83,163.71,8.0951,9.2032,0.6785
1.6473,249.4,164.23,8.099,9.2555,0.6798
1.639,251.03,163.26,8.1175,9.2965,0.6795
1.6269,250.25,163.56,8.1195,9.2945,0.6801
1.6214,250.32,163.81,8.111,9.316,0.6793
1.6177,249.8,164.34,8.1085,9.3243,0.678
1.6122,250.72,164.42,8.084,9.325,0.6783
1.6053,252.99,163.67,8.08,9.34,0.6783
1.5926,253.15,163.43,8.082,9.3205,0.679
1.587,254.72,162.4,8.1005,9.3425,0.6788
1.5849,253.88,162.55,8.1195,9.3367,0.6784
1.5845,252.94,162.56,8.1115,9.3923,0.676
1.5829,254.37,162.52,8.101,9.4157,0.6745
1.5937,252.89,163.56,8.1075,9.4166,0.6761
1.5922,251.69,164.42,8.0935,9.427,0.676
1.5931,250.2,165.46,8.075,9.4345,0.6763
1.5876,249.78,165.46,8.079,9.4172,0.6746
1.5851,248.08,165.88,8.0525,9.299,0.6737
1.5819,248.91,165.5,8.0345,9.2543,0.6721
1.5847,245.7,166.75,7.987,9.2448,0.6731
1.585,246.84,166.21,8.004,9.2452,0.6735
1.5849,247.77,165.78,8.01,9.2816,0.6732
1.5965,247.72,164.69,7.9725,9.2815,0.673
1.5918,247.44,165.61,7.952,9.2415,0.6722
1.5885,246.15,166.63,7.9725,9.2525,0.674
1.5859,245.51,166.66,7.969,9.2655,0.6756
1.5902,245.75,166.63,7.938,9.2373,0.6751
1.5875,246.12,166.87,7.9365,9.173,0.6754
1.5854,246.21,167.1,7.924,9.157,0.6756
1.5875,246.33,167.57,7.9125,9.1585,0.6764
1.5832,245.7,168.13,7.913,9.1677,0.6763
1.5876,246.19,167.86,7.966,9.1873,0.6774
1.5963,246.83,167.39,7.9655,9.1663,0.677
1.5967,246.63,168.39,7.9325,9.1448,0.6783
1.5879,245.7,168.68,7.913,9.156,0.678
1.5774,245.5,167.84,7.9025,9.1503,0.6765
1.5755,245.83,168.07,7.8845,9.1613,0.6732
1.5702,245.93,168.3,7.9225,9.172,0.672
1.5722,245.87,168.66,7.9035,9.1757,0.6745
1.5676,245.63,168.46,7.902,9.1677,0.6722
1.5645,245.68,167.58,7.912,9.1855,0.6715
1.5631,246.03,167.22,7.9135,9.1775,0.6707
1.5536,246.46,165.55,7.951,9.2103,0.6691
1.5561,249.04,164.52,7.976,9.2266,0.6708
1.5839,251.91,162.12,8.04,9.2272,0.672
1.6121,252.56,161.58,8,9.1945,0.6753
1.5951,250.45,163.59,7.9595,9.19,0.674
1.6049,252.41,161.9,7.993,9.2597,0.6746
1.596,251.81,162.8,7.9635,9.2325,0.6733
1.5985,250.55,163.24,7.9305,9.2137,0.6733
1.613,251.32,162.88,7.9425,9.2192,0.6802
1.6141,250.75,163.67,7.9765,9.2162,0.6805
1.6039,248.93,164.5,7.9625,9.2347,0.678
1.6058,250.65,162.68,7.942,9.2788,0.6771
1.6219,253.15,160.37,7.9985,9.2924,0.6768
1.6183,252.03,161.47,7.9845,9.3143,0.6777
1.6184,254.41,160.74,7.975,9.315,0.6788
1.6381,258.92,157.39,7.991,9.3633,0.6775
1.7072,260.2,153.19,8.035,9.413,0.6756
1.7213,260.2,152.74,8.0375,9.359,0.6792
1.6791,259.19,155.14,7.991,9.3296,0.6789
1.682,260.39,154.98,7.9985,9.3645,0.6811
1.6752,258.85,155.32,7.992,9.3852,0.6786
1.6554,257.23,158.26,7.9645,9.369,0.6765
1.6581,258.37,157.7,7.954,9.378,0.6788
1.6425,255.95,158.63,7.9515,9.372,0.6777
1.6552,257.42,157.55,7.9475,9.3721,0.6789
1.6713,257.57,156.48,7.9565,9.3987,0.6772
1.6677,255.44,157.33,7.959,9.3832,0.678
1.6692,253.91,159.25,7.944,9.3662,0.678
1.6592,254.97,157.86,7.9315,9.382,0.6757
1.6466,255.67,156.84,7.929,9.389,0.6752
1.6553,255.75,157.11,7.9105,9.3948,0.676
1.6571,255.59,157.32,7.9075,9.345,0.6773
1.6564,254.47,157.79,7.9085,9.326,0.6773
1.6757,256.86,156.64,7.896,9.3725,0.6795
1.6715,254.58,157.31,7.8515,9.32,0.6802
1.6613,254.69,158.14,7.8325,9.2903,0.6837
1.6565,253.94,159.52,7.8345,9.2766,0.6853
1.6499,254.95,159.2,7.8275,9.2735,0.6892
1.653,255.21,159.45,7.802,9.2845,0.6943
1.6594,254.49,160.16,7.807,9.2953,0.6952
1.6407,252.2,161.8,7.7775,9.2565,0.6986
1.6248,250.85,161.43,7.7815,9.214,0.6988
1.6324,249.94,162.46,7.7865,9.206,0.6973
1.6249,250.06,162.35,7.783,9.1815,0.6969
1.6339,250.64,161.24,7.806,9.2181,0.7004
1.6153,250.94,162.93,7.771,9.2095,0.7005
1.6079,250.14,163.29,7.75,9.2207,0.6993
1.6073,250.69,163.55,7.7185,9.2147,0.6968
1.6022,251.42,164.76,7.6875,9.194,0.6974
1.5972,251.3,163.92,7.6965,9.2163,0.6938
1.596,252.1,164.86,7.699,9.2037,0.6956
1.5943,252.61,164.51,7.693,9.1755,0.6936
1.5846,250.8,164.6,7.653,9.1848,0.6928
1.568,249.85,165.49,7.67,9.1665,0.6913
1.569,250.18,164.54,7.7055,9.163,0.6918
1.5757,249.68,166.05,7.697,9.1532,0.6926
1.5721,249.22,166.96,7.6815,9.1093,0.697
1.572,250.2,166.51,7.649,9.1145,0.6985
1.5685,250.09,167.52,7.661,9.0923,0.6969
1.5929,251.05,165.17,7.666,9.1538,0.6965
1.5901,250.44,166.27,7.672,9.1456,0.6973
1.6054,251.28,165,7.6705,9.153,0.698
1.5932,250.55,164.86,7.6715,9.1677,0.6973
1.612,253.55,161.4,7.7335,9.2145,0.6975
1.5948,251.66,163.5,7.69,9.19,0.6957
1.5833,251.32,162.67,7.7455,9.2127,0.6955
1.5813,250.79,163.64,7.73,9.2103,0.6976
1.5734,252.25,164.5,7.7095,9.18,0.701
1.5652,250.65,165.17,7.722,9.192,0.6989
1.5688,251.05,165.41,7.721,9.1782,0.6972
1.5658,251.41,166.49,7.791,9.2191,0.6973
1.5626,251.96,166.29,7.8295,9.2225,0.6924
1.5696,252.33,166.88,7.843,9.253,0.6951
1.5765,252.92,165.39,7.8155,9.258,0.6962
1.5695,252.22,166.9,7.78,9.25,0.6968
1.5703,253.64,166.07,7.766,9.2535,0.6996
1.5783,253.34,165.9,7.741,9.262,0.6963
1.5993,253.71,163.22,7.8115,9.2908,0.7004
1.6516,254.5,159.55,7.874,9.3214,0.7045
1.6294,254.27,160.96,7.909,9.2805,0.7047
1.6308,253.82,163.26,7.9275,9.247,0.7104
1.6425,254.42,161.98,7.9935,9.248,0.7148
1.6399,254.17,161.98,8.0315,9.2587,0.7163
1.6456,254.23,161.58,8.078,9.2829,0.7145
1.6657,255,162.85,7.995,9.2823,0.7171
1.6952,256.25,160.92,8.0415,9.317,0.7197
1.7011,256.64,161.22,8.0255,9.329,0.7186
1.6968,257.31,159.87,8.0485,9.3188,0.7202
1.684,256.9,160.96,8.0375,9.289,0.7179
1.7044,258.68,160.11,8.08,9.3135,0.7186
1.6719,255.27,162.02,8.1075,9.3367,0.7138
1.6717,254.5,162.26,8.0925,9.3689,0.7148
1.6643,253,163.43,8.114,9.3715,0.7146
1.6612,253.16,161.82,8.102,9.3775,0.7107
1.6843,253.45,161.85,8.109,9.42,0.7149
1.695,252.89,162.33,8.07,9.3985,0.7224
1.6726,252.09,161.55,8.046,9.3905,0.7185
1.6712,252.39,163.38,8.017,9.401,0.7202
1.6707,251.61,164.53,7.992,9.4182,0.7195
1.6575,251.62,164.24,7.9975,9.405,0.716
1.6644,252.36,163.41,7.9565,9.4289,0.7196
1.6724,252.41,164.21,7.932,9.4398,0.7194
1.6704,253.01,163.99,7.975,9.4217,0.7157
1.6766,254.23,163.12,7.978,9.4593,0.7137
1.6703,253.8,163.44,8.026,9.4381,0.7148
1.6724,253.89,162.54,8.0385,9.4754,0.7175
1.672,253.98,162.3,8.03,9.461,0.7215
1.6613,254.04,163.27,8.034,9.4453,0.7236
1.6527,253.96,164.25,7.9918,9.4685,0.7271
1.6624,254.02,166.22,7.9955,9.4685,0.7289
1.6731,253.81,166.13,7.974,9.4483,0.7348
1.6757,253.73,164.93,7.958,9.4415,0.7333
1.6673,253.22,163.83,7.9855,9.4257,0.7413
1.674,253.67,160.68,7.925,9.4078,0.7448
1.671,253.64,160.86,7.865,9.3755,0.745
1.6856,255.32,160.65,7.8685,9.3625,0.7462
1.6712,254.45,161.23,7.8895,9.3806,0.7445
1.661,254.34,160.61,7.891,9.403,0.7487
1.6611,254.17,161.08,7.839,9.4087,0.7493
1.6545,253.7,161.18,7.8185,9.398,0.7555
1.6555,253.44,160.55,7.8275,9.3987,0.76
1.6533,253.68,160.02,7.833,9.3965,0.7565
1.6806,255.18,157.29,7.942,9.4194,0.754
1.6642,255.28,157.07,7.954,9.4097,0.7461
1.6697,256.13,157.7,7.9915,9.4283,0.7481
1.6734,258.48,153.85,8.0265,9.4752,0.7432
1.6876,259.72,154.13,8.044,9.4995,0.7427
1.6883,259.03,153.5,8.063,9.5105,0.7472
1.6763,257.52,156.3,8.036,9.486,0.7469
1.6652,257.62,158.35,8.024,9.4603,0.7425
1.6703,258.52,157.67,8.0655,9.483,0.743
1.6641,258.23,158.02,8.035,9.4487,0.743
1.6654,257.86,158.39,8.045,9.4399,0.7434
1.6682,259.46,157.93,8.076,9.4725,0.7477
1.651,257.38,158.51,8.0265,9.451,0.7496
1.6336,256.8,158.5,8.029,9.41,0.7502
1.6263,258.21,157.79,8.0095,9.4074,0.746
1.6315,260.8,155.58,8.0555,9.4288,0.747
1.6367,265.9,154.59,8.07,9.4403,0.7491
1.6233,265.48,155.89,8.0245,9.4125,0.7448
1.6061,264.47,155.42,8.0265,9.4202,0.7462
1.6057,262.7,156.18,8.003,9.4163,0.7451
1.6251,263.05,156.83,7.983,9.3493,0.7431
1.6164,261.43,158.22,7.951,9.3288,0.7416
1.6189,263.59,157.78,7.9255,9.314,0.7478
1.604,263.18,158.36,7.915,9.3001,0.7503
1.5984,263.57,158.64,7.8605,9.3164,0.7555
1.6031,265.87,158.32,7.877,9.3196,0.7544
